Parameter,Value,Error_Lower,Error_Upper,Fit_Type,Bootstrap_Index
var,0.8046208471486742,0.010489597896127594,0.010534710192217354,cov,133
A,10010.29140374121,99.33732123294374,100.21716485200983,cov_diag,133
mu,0.21098683379723393,0.009047910276788562,0.008948933458418629,cov_diag,133
var,0.8046712319287561,0.011757337188144682,0.011735992531074732,cov_diag,133
A,9803.590278354244,95.96993389710465,95.65749659874908,cov,134
mu,0.188971215289155,0.009229495521616962,0.009208280174798186,cov,134
var,0.8025888425887104,0.010716099258978134,0.010719365377204085,cov,134
A,9846.942880765653,100.49373948279322,99.0641510645801,cov_diag,134
mu,0.18748878848250441,0.00917671451221735,0.009130156066242812,cov_diag,134
var,0.8014134669020986,0.011730160501854794,0.011976135924424675,cov_diag,134
A,9910.112434550583,95.78066846848571,95.85218521214269,cov,135
mu,0.19945951184273464,0.009142220517655897,0.009141181941324596,cov,135
var,0.8133038915667105,0.010668296461301258,0.010717328039358187,cov,135
A,9930.932276662024,99.88095003281347,99.66630183112342,cov_diag,135
mu,0.19766812182944066,0.009067594460739898,0.009085713589147993,cov_diag,135
var,0.8145488284262473,0.011960475753227265,0.01189559054635676,cov_diag,135
A,10104.339814032275,95.59707778467481,96.05561752098093,cov,136
mu,0.2003206479086833,0.009009549442682093,0.008954643336300519,cov,136
var,0.8215011191709953,0.010617185710598075,0.010785087213992994,cov,136
A,10078.015767490284,99.77684848216737,99.76708740104131,cov_diag,136
mu,0.19761297969957323,0.008957095798656944,0.008943756190234665,cov_diag,136
var,0.8243907914326306,0.011913854393958555,0.011943721422225153,cov_diag,136
A,9881.715783423966,96.28902734021165,95.34904703551786,cov,137
mu,0.20220649829302223,0.009229666545928836,0.00909263316723102,cov,137
var,0.8122529099270395,0.01071898699707871,0.010754865174174337,cov,137
A,9859.858259808992,99.74799268456563,99.79734433798151,cov_diag,137
mu,0.19842848680648506,0.009137843502853198,0.009144372206566527,cov_diag,137
var,0.8134940538052192,0.012026610230309601,0.01202670307150292,cov_diag,137
A,9944.167682531157,95.72736143732587,95.90947030141278,cov,138
mu,0.20107635584040479,0.00914292400477538,0.009099955502694589,cov,138
var,0.8188678669842652,0.010713300694733793,0.010720035164398452,cov,138
A,9924.818370934776,99.7817992168637,99.76268265726127,cov_diag,138
mu,0.1980946200111055,0.009081433816915743,0.009089176895208436,cov_diag,138
var,0.8199951322229786,0.011936502523029208,0.01196689782342135,cov_diag,138
A,10110.082767723079,95.80428475017062,95.84989015678578,cov,139
mu,0.18156675606407874,0.008988548464118635,0.008986654022081783,cov,139
var,0.8253485697949665,0.010500113985206365,0.010534144924864722,cov,139
A,10115.728969116948,99.77518653010232,99.7699417324345,cov_diag,139
mu,0.1791931728859646,0.008906070110171744,0.00891979343680407,cov_diag,139
var,0.8265441975406411,0.011675880305633858,0.011702620202825321,cov_diag,139
A,10052.449151612234,95.8489390768159,95.78801298105515,cov,140
mu,0.19394969442093968,0.00904594843918085,0.009034018399929686,cov,140
var,0.8250626296402184,0.01047976589374314,0.010523609132126596,cov,140
A,10039.38470716398,99.11223432540629,100.43968564556549,cov_diag,140
mu,0.19262690813294675,0.009022476188407373,0.008945144411712593,cov_diag,140
var,0.8225555741511528,0.011717372688062591,0.011661955689603211,cov_diag,140
A,10095.354014543862,95.79721175297543,95.83806957570937,cov,141
mu,0.20147622651738106,0.008959910362510993,0.008955421275062788,cov,141
var,0.8022325696972731,0.01055999323704819,0.010596893769116418,cov,141
A,10079.05237918064,99.82589419699285,99.7197358022657,cov_diag,141
mu,0.1987294250894155,0.00892520110852351,0.008946695394965695,cov_diag,141
var,0.8034458438119194,0.011731531557413315,0.011774832275292297,cov_diag,141
A,9906.8370609099,96.15645822044976,95.48410699851622,cov,142
mu,0.1929646184425618,0.009151773954141273,0.009118581929360598,cov,142
var,0.8057521961558941,0.010600444990471995,0.010747448270503739,cov,142
A,9887.815937803485,100.85786976577855,98.69950361237085,cov_diag,142
mu,0.18896615928937824,0.009092267304473633,0.009126576048780316,cov_diag,142
var,0.8053042246176436,0.011861205036458017,0.011941443848588256,cov_diag,142
A,10167.282443673625,95.95148072097803,95.67233991628217,cov,143
mu,0.22559513190913102,0.008919028703359878,0.008916662065948653,cov,143
var,0.8070932215383366,0.010495431297903481,0.010524269491677151,cov,143
A,10188.607723195068,99.92472339451481,99.62551040546307,cov_diag,143
mu,0.22399642887474866,0.008888673106792777,0.008830379306786984,cov_diag,143
var,0.8063263618309086,0.011513894567435515,0.011614971424699659,cov_diag,143
A,10015.989606863792,95.80745873799681,95.83145796496908,cov,144
mu,0.19465351199369715,0.009040904052044255,0.009037631366335242,cov,144
var,0.8166820497139874,0.01074220404178166,0.01079321206708988,cov,144
A,10021.010230434831,99.77195013463955,99.77312808325797,cov_diag,144
mu,0.19464255305056125,0.009006344020910368,0.008996747600161812,cov_diag,144
var,0.8196658430981821,0.011945705281536606,0.011975118702002598,cov_diag,144
A,9996.874917041341,96.11025225202721,95.52694864619713,cov,145
mu,0.19883215481443667,0.008997352188569509,0.00906283450581454,cov,145
var,0.7948307509708039,0.010607176070525217,0.01068255009200059,cov,145
A,9971.64884469153,99.75397107420963,99.79030892269175,cov_diag,145
mu,0.20324929299888106,0.009021158985303783,0.00902560763773887,cov_diag,145
var,0.7936153875550512,0.011796177441127856,0.011840104607617355,cov_diag,145
A,9866.992328668197,96.26900042768374,95.38800579877933,cov,146
mu,0.19404011117499786,0.009257533337937985,0.009100103823006885,cov,146
var,0.8087110385238607,0.010817931671061215,0.011002190508662904,cov,146
A,9909.784844952117,99.80624223015411,99.73914619652498,cov_diag,146
mu,0.1943509005876161,0.009086336368081737,0.009092904738187996,cov_diag,146
var,0.8062448489713402,0.012042979224642548,0.012093482859688393,cov_diag,146
A,10081.989742307336,95.90840231270911,95.72411200921582,cov,147
mu,0.1977159120972446,0.008944186076899478,0.00894930425715912,cov,147
var,0.7830462440708355,0.010419801468202322,0.010462515604214127,cov,147
A,10083.120226793942,99.17771852748496,100.37464609380534,cov_diag,147
mu,0.1977491519465237,0.008975453015740417,0.008853406522685884,cov_diag,147
var,0.7830674593562336,0.011566380720755649,0.011654422488262104,cov_diag,147
A,10047.557380195665,95.8158016934132,95.82061499760184,cov,148
mu,0.1943692212861476,0.009010534757819806,0.009001322684151948,cov,148
var,0.8098418395647269,0.010626649053766339,0.010663805552580638,cov,148
A,10054.181186842228,99.94602644078924,99.60263453274982,cov_diag,148
mu,0.19591357275134114,0.008915915674157452,0.009009133682761697,cov_diag,148
var,0.8093325088992415,0.011831996938908625,0.011858834423736093,cov_diag,148
A,10087.401970871326,95.802411195757,95.82343118208637,cov,149
mu,0.20334714356299854,0.008983114445110504,0.008980654478145908,cov,149
var,0.8201857454120145,0.010456563984218044,0.010496443079626487,cov,149
A,10086.553689009896,99.17254798755133,100.37898219884664,cov_diag,149
mu,0.20119408219964446,0.008980744141030606,0.0088961975886024,cov_diag,149
var,0.8175183471027762,0.011572153816672063,0.01167224571077345,cov_diag,149
A,10094.494529993124,95.80932411577085,95.83542173005351,cov,150
mu,0.20215787362288493,0.008990744980986391,0.008984165873423645,cov,150
var,0.8254534478658306,0.010692912774205691,0.010743665975775274,cov,150
A,10097.828961102441,99.78235459887524,99.76192257128183,cov_diag,150
mu,0.2044780579066728,0.008925375819910453,0.008939079902542703,cov_diag,150
var,0.8197470503002939,0.011834714417250043,0.011851981275438439,cov_diag,150
A,9988.075663139958,95.97743019917722,95.67316389946063,cov,151
mu,0.18535571294555672,0.009079368871162003,0.009082522950814962,cov,151
var,0.827191400108857,0.010891408924522155,0.010944525190773163,cov,151
A,10015.216695289168,99.77486717092819,99.77006437271099,cov_diag,151
mu,0.19055165837110954,0.009012896159296936,0.009013942351167589,cov_diag,151
var,0.831267617221024,0.012182028329831743,0.012232619304713624,cov_diag,151
A,10009.253796491927,95.71396003610893,95.91744548283596,cov,152
mu,0.20041936298371035,0.009042497408013965,0.00900795696770803,cov,152
var,0.8007108146543156,0.010542552331046527,0.010613193375873539,cov,152
A,9996.395900273488,99.79558336573972,99.7494084482177,cov_diag,152
mu,0.19942271303656345,0.009001983352211697,0.009013697745024475,cov_diag,152
var,0.8016800316784038,0.011725877781852835,0.011766566470411606,cov_diag,152
A,9795.948632291185,95.82188666646313,95.81747197468646,cov,153
mu,0.18983978890637315,0.009239313497947736,0.009231628614354158,cov,153
var,0.8050976094428072,0.01090268408208332,0.010948221583354801,cov,153
A,9787.343482325368,100.58301887060524,98.96896147805276,cov_diag,153
mu,0.18960491537962001,0.009216355547310045,0.009195181929602527,cov_diag,153
var,0.8091698855991909,0.012134078720409808,0.012200947628587117,cov_diag,153
A,10055.974250298887,95.81302974614857,95.81950410194354,cov,154
mu,0.2072238057773402,0.009021460751743936,0.009022244180085034,cov,154
var,0.8219558847812501,0.010598935351317281,0.01064441989603073,cov,154
A,10079.449302571697,99.81165959558064,99.73164760995313,cov_diag,154
mu,0.21134092526758055,0.00895781952790764,0.00894813652519425,cov_diag,154
var,0.8230694292703734,0.011701429941611028,0.011747342347309411,cov_diag,154
A,9944.102132694052,95.86102104280091,95.77221379609472,cov,155
mu,0.20301758491899993,0.00909930276463585,0.00909207916970285,cov,155
var,0.8052240478118151,0.01068208790106463,0.010729988099437603,cov,155
A,9938.199525822114,99.80214893173458,99.74318541866077,cov_diag,155
mu,0.2002110684689066,0.009061215574800425,0.009066075141432843,cov_diag,155
var,0.8053144717260537,0.011888905395205238,0.011912778340701959,cov_diag,155
A,10013.258994574458,95.81518275977609,95.81480494853,cov,156
mu,0.20705175293157035,0.009033390238074805,0.009029489885837043,cov,156
var,0.8088584968314481,0.010593628479902303,0.01063529436872684,cov,156
A,10012.095334178814,99.34409106664131,100.20961056934077,cov_diag,156
mu,0.21020602420952744,0.009040792657660618,0.008961518169596411,cov_diag,156
var,0.8092007668180947,0.011776983982247686,0.011751948195505986,cov_diag,156
A,9988.45717784899,95.79953471003921,95.83944536441926,cov,157
mu,0.18373169112191623,0.009073551708472478,0.009060231027602339,cov,157
var,0.8089463836026615,0.01057298314074204,0.010616012976578314,cov,157
A,10010.048897648732,100.69704255901907,98.85990112864532,cov_diag,157
mu,0.18199413874966297,0.00895376745107725,0.009044972753912176,cov_diag,157
var,0.8075780029904948,0.0116793904962831,0.01178715719273622,cov_diag,157
A,10008.73372061614,95.62388880845648,96.01337591226887,cov,158
mu,0.21940014369835092,0.009015715608495234,0.008990033073735516,cov,158
var,0.7863495004758876,0.010558198583554685,0.010384303552064973,cov,158
A,10017.772814655036,99.80911308547432,99.73575937697635,cov_diag,158
mu,0.2205138858205692,0.008982158591281385,0.008978852115144228,cov_diag,158
var,0.786468697078374,0.011558136295572563,0.0116193473157151,cov_diag,158
A,10090.50008553141,96.26450419976247,95.35590752288691,cov,159
mu,0.21536917072905368,0.00896284988953004,0.008987236590973039,cov,159
var,0.8207217741667715,0.010356410034870365,0.010370154462209825,cov,159
A,10100.198347872563,99.85488222013186,99.6902036415038,cov_diag,159
mu,0.21536020301222172,0.008938184115181401,0.00891905056839324,cov_diag,159
var,0.8187851272735075,0.011460899953453814,0.011522149882295815,cov_diag,159
A,9972.128305749824,95.76036521729415,95.87513893719118,cov,160
mu,0.19653893874374023,0.009061791082223835,0.009067709931917096,cov,160
var,0.8003572062909425,0.010647827336662996,0.010709699774848924,cov,160
A,9955.699236160826,99.84249359296874,99.7031349598006,cov_diag,160
mu,0.1955844341968184,0.00903703865206083,0.009052944024714125,cov_diag,160
var,0.8026876022965515,0.011872878351881142,0.011951267394776553,cov_diag,160
A,9962.118460531654,95.6842469651299,95.95186590741328,cov,161
mu,0.19871317743706476,0.009058592547641742,0.009095933561630827,cov,161
var,0.8026024311200697,0.010679042610374112,0.010700469852422793,cov,161
A,9933.092674964384,99.8059953600979,99.7391688961413,cov_diag,161
mu,0.19880506851656524,0.009058466050581627,0.009070996447484105,cov_diag,161
var,0.8011513361725832,0.011935587431671876,0.01198080851230791,cov_diag,161
A,9847.362082127633,96.11696322188878,95.515881778982,cov,162
mu,0.19788327971733743,0.009175310420181836,0.00919121491599705,cov,162
var,0.803498972236086,0.010627870912397737,0.010709392735350978,cov,162
A,9858.621521492545,100.09222280409153,99.45599702221475,cov_diag,162
mu,0.19591228122643925,0.009129674701413059,0.009144553275581228,cov_diag,162
var,0.8060333459127954,0.011810071139075074,0.011863373790136243,cov_diag,162
A,9912.418472029298,95.82950882405652,95.80871696780387,cov,163
mu,0.1893325669822948,0.00911614072852832,0.009111484700286322,cov,163
var,0.7929058434929082,0.010734425869284397,0.01077875065205258,cov,163
A,9915.828532625428,99.80550543881984,99.73844629352934,cov_diag,163
mu,0.18755887014569278,0.009069673460550681,0.009071887229871971,cov_diag,163
var,0.7927056857885015,0.011931129007884551,0.011952984638859427,cov_diag,163
A,10039.39690160552,95.93079222578368,95.7046556275109,cov,164
mu,0.19334437454640221,0.009016219727230825,0.009005083532981384,cov,164
var,0.8026201907003896,0.01051448281403033,0.01055065914728831,cov,164
A,9999.541970085904,99.75834566534695,99.78680979665938,cov_diag,164
mu,0.19176277956638454,0.009010000933866294,0.009005952093341058,cov_diag,164
var,0.8070971334143692,0.011755080332874186,0.01179592022171747,cov_diag,164
A,10064.776983780761,96.26047123522694,95.37659410905145,cov,165
mu,0.20864779275489526,0.008990321177482108,0.009001189896619214,cov,165
var,0.8109086907087975,0.010459477717720898,0.010606962264320776,cov,165
A,10083.57860050986,99.76454464561412,99.78077762412943,cov_diag,165
mu,0.20445878577059454,0.00893572733757561,0.008937263339551816,cov_diag,165
var,0.809014519571028,0.011669175065778359,0.011702347385637765,cov_diag,165
A,10052.274994053161,95.87835130500022,95.76965524173094,cov,166
mu,0.18943579393236099,0.009085975699622667,0.008912056362312857,cov,166
var,0.8010457221980297,0.010563834583409353,0.01052174283550481,cov,166
A,10051.270848586055,99.72252094661135,99.8223807237621,cov_diag,166
mu,0.1896609008415338,0.008959472400161572,0.008954059917772648,cov_diag,166
var,0.8013746681443844,0.011713301546474902,0.011759193148336046,cov_diag,166
A,9830.24637947091,95.70868235129687,95.92434415911771,cov,167
mu,0.21788157307162903,0.009231033144254481,0.009191159147329412,cov,167
var,0.8191315564908623,0.010936878865182586,0.01094965484232923,cov,167
A,9835.099544548799,99.83888212080457,99.70683099152741,cov_diag,167
mu,0.21636430688634914,0.009194448864866657,0.009147483185482823,cov_diag,167
var,0.8183320023380004,0.012109835522008365,0.012183445407776971,cov_diag,167
A,10060.371413629944,95.8426776194685,95.81026619637889,cov,168
mu,0.1817978184026292,0.009017729571022036,0.008999645703436447,cov,168
var,0.8084345455116164,0.010661016622005153,0.010703190411215481,cov,168
A,10073.800509955363,99.32384757831667,100.23488623719328,cov_diag,168
mu,0.18007876426204766,0.00886790717611017,0.009012348521921391,cov_diag,168
var,0.8089182966106883,0.01185010742980287,0.01196591229788582,cov_diag,168
A,9849.631434945399,96.00111340153347,95.64099568592634,cov,169
mu,0.20622388614631643,0.00916156730578934,0.009203231530050565,cov,169
var,0.8194528248386843,0.01104041541175844,0.010998433148408985,cov,169
A,9855.027710454575,99.32775844569277,100.22621159151703,cov_diag,169
mu,0.2076766584805339,0.009183959969406175,0.009121697586277407,cov_diag,169
var,0.8186827451376902,0.012300322109742003,0.012245368536389545,cov_diag,169
A,10042.56780350559,95.80744227430081,95.82954070152944,cov,170
mu,0.20113057894829636,0.0090266797549356,0.00901100553411464,cov,170
var,0.8172155700200078,0.010661437682597398,0.010704965441233734,cov,170
A,10056.035655543257,99.48085781253661,100.06674648987077,cov_diag,170
mu,0.20064986004128962,0.00896672983521955,0.00896351179414223,cov_diag,170
var,0.8172922729538613,0.01185191994763675,0.011857821041018011,cov_diag,170
A,9948.512075880113,95.84303891802857,95.79750850764414,cov,171
mu,0.20301655031712532,0.009112139599957813,0.009092633085035681,cov,171
var,0.8185558489923798,0.010862455634834225,0.010804013009568156,cov,171
A,9947.983874933823,99.72638500452165,99.81883736331329,cov_diag,171
mu,0.20569597440864096,0.0090696843625429,0.009059843623637948,cov_diag,171
var,0.819983991745749,0.012049623345018756,0.012042582754783045,cov_diag,171
A,9934.20396682081,96.75939588871982,94.8858433085055,cov,172
mu,0.20962744973764705,0.00912509579804743,0.009069620053377025,cov,172
var,0.801588147799226,0.0107496679495566,0.010885913452690202,cov,172
A,9910.11366384816,99.7962069351853,99.74928438662174,cov_diag,172
mu,0.20883050236868106,0.009085365853227619,0.009097981669352283,cov_diag,172
var,0.806537177549314,0.01204868371407296,0.012084993099823178,cov_diag,172
A,10035.746543164909,95.71542119101623,95.91662880647378,cov,173
mu,0.1923965875242955,0.009005422550760407,0.008980562457422377,cov,173
var,0.7901991884375209,0.010419898258594603,0.010470331926883033,cov,173
A,10060.475518423751,99.82041671429702,99.72221432760544,cov_diag,173
mu,0.18958277945863455,0.008921806276333297,0.008949840973648867,cov_diag,173
var,0.7873103589551568,0.011577475619719406,0.01164496673631515,cov_diag,173
A,10145.301021506884,96.04548426280394,95.59068474242098,cov,174
mu,0.20495788142792473,0.008882365549337213,0.008924122411904744,cov,174
var,0.8065602694521075,0.010591356494297013,0.010573509941555979,cov,174
A,10145.790956059085,99.7891382131979,99.75550652697086,cov_diag,174
mu,0.2044909013471316,0.00887661356060548,0.008880781740793847,cov_diag,174
var,0.8032782911633524,0.011760194223404782,0.011799305036805069,cov_diag,174
A,10092.759419951095,95.94739690987996,95.68601201177202,cov,175
mu,0.20261337932439286,0.008974658455021524,0.008974730728398307,cov,175
var,0.816647466123773,0.010553727365658166,0.010557168384619292,cov,175
A,10111.204589509214,99.79126561354362,99.75321926424395,cov_diag,175
mu,0.2042696703463867,0.008909868782568935,0.008927970134271056,cov_diag,175
var,0.8206407979645399,0.01170249979411677,0.01171916135361276,cov_diag,175
A,9764.46726888718,96.40976848140141,95.22817742707495,cov,176
mu,0.19155858935874384,0.009250068583951603,0.00927549719498054,cov,176
var,0.8017692295941315,0.010717781921828106,0.010831426043239509,cov,176
A,9802.474495315204,99.816091587651,99.72896595360076,cov_diag,176
mu,0.19315250614083015,0.00918109618682389,0.009193570972123527,cov_diag,176
var,0.8041528803568659,0.011925103019762158,0.011967421937581362,cov_diag,176
A,10053.976659794018,95.95772640599431,95.68105160944872,cov,177
mu,0.20960874033495203,0.008962987646608666,0.009003552309559768,cov,177
var,0.7985502824573105,0.010797915388415857,0.010841412226621293,cov,177
A,10024.8583679181,99.95269765427436,99.59496874143505,cov_diag,177
mu,0.21087907090258748,0.00898257151466263,0.008975718054963206,cov_diag,177
var,0.7962154192986185,0.012135901205186135,0.012112844812831544,cov_diag,177
A,10016.02781220157,95.81786867560152,95.81126661076584,cov,178
mu,0.1997214933588655,0.009026420808561792,0.009022119509921617,cov,178
var,0.8023340197525418,0.010477986257859572,0.010525325130150169,cov,178
A,10057.072283005911,99.46271555382762,100.08850147041183,cov_diag,178
mu,0.20261638249161973,0.008997214325937046,0.008912795874640686,cov_diag,178
var,0.802792398484988,0.011527292458285451,0.01163272960935045,cov_diag,178
A,9778.388901356953,95.78679265022303,95.84280808228417,cov,179
mu,0.200388139686764,0.009270405731354023,0.009257321162252476,cov,179
var,0.8184913397292276,0.010837174520922345,0.010842276289274115,cov,179
A,9751.457443579222,99.76551087371719,99.77910230774327,cov_diag,179
mu,0.20381407835024823,0.009250279995743595,0.009243268163488496,cov_diag,179
var,0.8188477793032156,0.012033301526840736,0.012068540138351227,cov_diag,179
A,9924.584696192052,95.75617197976666,95.87501484399439,cov,180
mu,0.19901201573117802,0.009102042010264363,0.009098724614550592,cov,180
var,0.8034388744412064,0.010735090888826501,0.01077750888213863,cov,180
A,9967.459488930252,99.79592745490089,99.74849134292396,cov_diag,180
mu,0.19887237654457487,0.009034347615635116,0.009039348157090777,cov_diag,180
var,0.8002747070606913,0.011963645838071827,0.012002321894035906,cov_diag,180
A,10033.548888709964,95.86109629337045,95.77042155498275,cov,181
mu,0.18847029927631512,0.009014174751350475,0.009019561704980238,cov,181
var,0.8068309946073227,0.010489445171545143,0.01053612974311494,cov,181
A,10043.92484387755,100.05818418743975,99.48999841739675,cov_diag,181
mu,0.18467203555637363,0.00895956202125052,0.008978772597371978,cov_diag,181
var,0.8049027923998517,0.011638679272662603,0.01173968733816949,cov_diag,181
A,9807.86977437408,95.91976868688964,95.71715516707816,cov,182
mu,0.19373661056638594,0.009250443067823334,0.009244466207618367,cov,182
var,0.8327584553312894,0.01097136747670912,0.010989918573981534,cov,182
A,9835.289066676061,99.60023714321403,99.94466947417241,cov_diag,182
mu,0.1926925516635478,0.009192383312030627,0.009160483384252367,cov_diag,182
var,0.8332798043705384,0.012181870214129711,0.012186202448126772,cov_diag,182
A,10156.708630318113,95.79445545653425,95.83840435608813,cov,183
mu,0.21118836525749157,0.008897420770169591,0.008909277814904996,cov,183
var,0.8075443698638795,0.010534470753325543,0.010566764006450735,cov,183
A,10147.559260585218,99.86177323697753,99.68409216595317,cov_diag,183
mu,0.21498143960799712,0.008872485422926034,0.00889062976324711,cov_diag,183
var,0.8076323895462852,0.011752326892640353,0.011795045041678552,cov_diag,183
A,9758.69572409513,96.251314527588,95.38762782351009,cov,184
mu,0.1971646734306314,0.009235481456990366,0.009257172233338032,cov,184
var,0.7903960188740111,0.010794962503291903,0.010740559761475357,cov,184
A,9782.275984377267,99.26867832517719,100.28032310402604,cov_diag,184
mu,0.20033155318617718,0.009234980251890375,0.009148042367659233,cov_diag,184
var,0.787449911068483,0.01186807551517071,0.012000843648735078,cov_diag,184
A,10060.353399397809,95.81055267863321,95.82441701753393,cov,185
mu,0.20482210037843712,0.009018729125109067,0.009010786479621917,cov,185
var,0.8193340679549309,0.01061450241639224,0.010630990182113007,cov,185
A,10071.631234950088,99.77362970379816,99.77113674462097,cov_diag,185
mu,0.20435939442781437,0.008948581543098702,0.008957322933246721,cov_diag,185
var,0.8160983999603737,0.01178269524741889,0.011809093958237649,cov_diag,185
A,9976.992118294464,95.49275557272722,96.147320412635,cov,186
mu,0.19626783654886207,0.009031696497948964,0.009095056637820323,cov,186
var,0.8057775433972517,0.010707590004326225,0.01069819391332224,cov,186
A,9987.016273477893,99.93532464210935,99.61094064669106,cov_diag,186
mu,0.19761638085037705,0.00903459299019189,0.009011460780845297,cov_diag,186
var,0.8096619469190063,0.011866859881563533,0.011929714631246091,cov_diag,186
A,10032.335128105507,95.42249343493242,96.23096448607518,cov,187
mu,0.19197228954243512,0.008992263724728554,0.009064875301262355,cov,187
var,0.80205313961116,0.010702132109088228,0.010752570261050592,cov,187
A,10039.697759717148,99.79168375753997,99.75368736559813,cov_diag,187
mu,0.18965754872617532,0.0089680243638535,0.008971527169892458,cov_diag,187
var,0.8012108134801482,0.012020932092989349,0.012057659071663238,cov_diag,187
A,10168.813565301916,95.79631005874313,95.83826841417645,cov,188
mu,0.20977621607897662,0.00890842671476104,0.008912117136767993,cov,188
var,0.8163126536899717,0.010536198990748535,0.010577206253674512,cov,188
A,10168.360082233885,99.79158699034083,99.75295679993818,cov_diag,188
mu,0.2115271220752507,0.008869941707564067,0.0088697369866091,cov_diag,188
var,0.817517750041735,0.011671731508067868,0.01171040401102258,cov_diag,188
A,9958.480524938715,96.07154545269785,95.56938965308389,cov,189
mu,0.20448232608237096,0.009095226500129045,0.00909079420766709,cov,189
var,0.8193253099575973,0.010814169905711705,0.010870544757444485,cov,189
A,9981.071788469077,99.79515863097573,99.7495511325596,cov_diag,189
mu,0.21107103443806466,0.009035966364269152,0.009033812608809148,cov_diag,189
var,0.8191358251191847,0.01199538873309527,0.012032804058788458,cov_diag,189
A,10001.18099437774,96.41317590525313,95.23171688043088,cov,190
mu,0.20416017941416656,0.00898095073534179,0.009105881574644849,cov,190
var,0.8018072714557957,0.0107249596890843,0.010720931887635704,cov,190
A,9990.455798754001,99.80427992613129,99.7414764442369,cov_diag,190
mu,0.20608440925127441,0.009014996931125702,0.009017898009318391,cov_diag,190
var,0.8028702277869942,0.011837518257666943,0.011884025289658819,cov_diag,190
A,10087.24668151835,95.33320954619131,96.29421890789992,cov,191
mu,0.19424876394430884,0.008977705463158047,0.008974028287768266,cov,191
var,0.8199799275371537,0.010553875449063508,0.010498455238162186,cov,191
A,10056.80715364533,99.77350205036775,99.77140869164288,cov_diag,191
mu,0.19325933432852715,0.008978560673670559,0.008973069662003456,cov_diag,191
var,0.8218984063479243,0.011724248360928606,0.011757100444686815,cov_diag,191
A,9987.586279044443,95.79678354384352,95.84052977426003,cov,192
mu,0.20101484522662016,0.009063657379813097,0.009121094079377728,cov,192
var,0.8417456281343176,0.01076067148911994,0.01078871897596008,cov,192
A,10009.13051377495,99.77841555605843,99.76061070583773,cov_diag,192
mu,0.20354593899252493,0.009017992953045543,0.00901706602626441,cov_diag,192
var,0.8422357094597883,0.011848145050659424,0.011875646644040602,cov_diag,192
A,10097.204898879681,96.1996754314728,95.45361320973959,cov,193
mu,0.18167381682415903,0.008987764194174325,0.00899876396946243,cov,193
var,0.8298295337832279,0.010605658957257872,0.010594699985171655,cov,193
A,10106.2812660935,99.74120735517806,99.80294481705292,cov_diag,193
mu,0.18376407265318193,0.008905520094060832,0.008943055068762112,cov_diag,193
var,0.8315352684262534,0.011715200422250332,0.011758912255114998,cov_diag,193
A,10035.863486935661,95.81178031074847,95.81683537288355,cov,194
mu,0.20579171380375258,0.009015690156885992,0.00901214328641818,cov,194
var,0.813030980609958,0.010558311109268375,0.010598843717459722,cov,194
A,10038.60182695239,99.91798637914387,99.63653681726271,cov_diag,194
mu,0.2050828900572711,0.009025793607063674,0.008932394771626792,cov_diag,194
var,0.812593899173781,0.011652905294040925,0.011864971730563244,cov_diag,194
A,10145.992485001952,95.91707191564319,95.72203849837507,cov,195
mu,0.20122722414104163,0.008935142380935119,0.008913459474457047,cov,195
var,0.8079515763600956,0.01053708343379735,0.010607640197372321,cov,195
A,10157.898921346008,99.81765232177811,99.72789760600841,cov_diag,195
mu,0.19968605016046168,0.008867035409190352,0.008872355842468574,cov_diag,195
var,0.8077182043276595,0.01181879872959441,0.01183417327103256,cov_diag,195
A,10084.949416052767,95.54563236276653,96.10102282848109,cov,196
mu,0.1831818595942612,0.008960730697067291,0.008991919782710642,cov,196
var,0.8089838392779755,0.01059956018444396,0.01043675070071319,cov,196
A,10104.793945649022,99.85842014731035,99.68716582517322,cov_diag,196
mu,0.1841376630710007,0.008905834670735966,0.008932131673012978,cov_diag,196
var,0.8111618244431004,0.011646712224898161,0.011688472102873186,cov_diag,196
A,10012.349417750855,96.39285142052083,95.25135969218157,cov,197
mu,0.20040152926681382,0.009029829164346161,0.009047637416456325,cov,197
var,0.8085303659336808,0.010718498271509957,0.010602178106587087,cov,197
A,10043.108476980822,99.81454298858469,99.73080542937208,cov_diag,197
mu,0.19855245698753735,0.008962613725901184,0.008978817528754103,cov_diag,197
var,0.8080046961088887,0.011855005731298215,0.011895155660260788,cov_diag,197
A,10086.878520305105,95.9011679979652,95.73636982395341,cov,198
mu,0.2116260654525153,0.008991806946097514,0.00899704735270823,cov,198
var,0.820809883118817,0.010684840538969804,0.01072192289922563,cov,198
A,10108.080332041132,99.78987569359593,99.75449451507681,cov_diag,198
mu,0.2134718018071832,0.008926281261247152,0.008927093783247946,cov_diag,198
var,0.8173553231851516,0.01183316834643279,0.011868989040585178,cov_diag,198
A,9995.893226569122,95.81874974791506,95.81352379286125,cov,199
mu,0.19616104870204823,0.009036165996502856,0.00902530260955098,cov,199
var,0.7925641685540079,0.01054636748784146,0.010584958866462223,cov,199
A,10022.45200799438,99.7431638873776,99.80181800047357,cov_diag,199
mu,0.199325563860319,0.008971888747709156,0.00897783002445422,cov_diag,199
var,0.7911411009341832,0.011765214867880297,0.011740643523393593,cov_diag,199
A,10039.31480960494,96.54536980134556,95.09013219964073,cov,200
