Parameter,Value,Error,Fit_Type,Bootstrap_Index
mu,0.19244871401226266,0.01222015662585525,cov,0
var,0.8363075538822305,0.018531895795181844,cov,0
mu,0.19487293907528755,0.017718671723013956,cov_diag,0
var,0.8459539139332607,0.024286051895630566,cov_diag,0
mu,0.17982925056572346,0.012092671798457473,cov,1
var,0.8291454264694398,0.018587523572952933,cov,1
mu,0.17652545482852763,0.017776814562840002,cov_diag,1
var,0.8249990753962484,0.024993871841059404,cov_diag,1
mu,0.19231358968514473,0.012366662427046891,cov,2
var,0.8099529334854821,0.018472816793816793,cov,2
mu,0.19194784757110187,0.01784918248562185,cov_diag,2
var,0.8112932427090112,0.024427514987770953,cov_diag,2
mu,0.20669146940773048,0.012076188481518079,cov,3
var,0.7888296931619307,0.018416324415206957,cov,3
mu,0.2076753009128687,0.017395250749885776,cov_diag,3
var,0.7897884619435214,0.024199114674826258,cov_diag,3
mu,0.17216545959508914,0.012171266817955105,cov,4
var,0.8198710189456437,0.018492087110485455,cov,4
mu,0.17127002553566614,0.017926127564227918,cov_diag,4
var,0.8164151551199156,0.024537309496485655,cov_diag,4
mu,0.19862615949264606,0.012026667335820156,cov,5
var,0.8106453818380988,0.018437515353042645,cov,5
mu,0.19820125420820162,0.017532125979221883,cov_diag,5
var,0.8150972231372912,0.024685687996188355,cov_diag,5
mu,0.2071330888916558,0.012344097013950072,cov,6
var,0.8391170654841321,0.019152616243700724,cov,6
mu,0.20873456333138632,0.01797992020366857,cov_diag,6
var,0.8391041210038137,0.025478086176326478,cov_diag,6
mu,0.1912716531866584,0.011956713344976968,cov,7
var,0.8202377347810702,0.018290957703913584,cov,7
mu,0.1882147722462134,0.017456046270587486,cov_diag,7
var,0.8181870347397276,0.024486833118781595,cov_diag,7
mu,0.19982306083750162,0.012289363547930062,cov,8
var,0.8351149825874469,0.018872843864664167,cov,8
mu,0.19814599856147083,0.017836631444989582,cov_diag,8
var,0.8381863318854421,0.025053090526223683,cov_diag,8
mu,0.17748378590569966,0.012155574593038445,cov,9
var,0.8229961321125095,0.018620248040655325,cov,9
mu,0.17437611887997354,0.017678248966540782,cov_diag,9
var,0.8159692367681742,0.024817330663634632,cov_diag,9
mu,0.20293895888637978,0.012286407793608184,cov,10
var,0.8091422740302991,0.018625002366131828,cov,10
mu,0.205530926064508,0.017742441070364157,cov_diag,10
var,0.8140478609064999,0.02463448728592461,cov_diag,10
mu,0.2049926165741525,0.011911872157240717,cov,11
var,0.8169672259510262,0.01815299712906484,cov,11
mu,0.19946987065678695,0.01756432977650286,cov_diag,11
var,0.8083028447640334,0.024132266536775752,cov_diag,11
mu,0.18363411478661595,0.012206612409415285,cov,12
var,0.8376678838286661,0.019120303856577946,cov,12
mu,0.1875777644319641,0.017660959263498765,cov_diag,12
var,0.843669101312545,0.025744152585013676,cov_diag,12
mu,0.1987810642121594,0.011921424097356165,cov,13
