Parameter,Value,Error,Fit_Type,Bootstrap_Index
mu,0.19535048811023328,0.009579138628451209,cov,0
var,0.8201530476093879,0.011200503550546347,cov,0
mu,0.19500162308560437,0.0091689844955688,cov_diag,0
var,0.8178387021339419,0.012051236925525661,cov_diag,0
mu,0.18389712195272767,0.00947604878207706,cov,1
var,0.8154091220819011,0.011135062540295108,cov,1
mu,0.18534814667763022,0.009042556284567942,cov_diag,1
var,0.8160689672253121,0.012008285301257223,cov_diag,1
mu,0.19018026129140944,0.009608347582999733,cov,2
var,0.7874626674591083,0.011434858849195982,cov,2
mu,0.18980296278113054,0.009217668908814192,cov_diag,2
var,0.787184537278303,0.012387913784161222,cov_diag,2
mu,0.2103962374511322,0.009532495950806135,cov,3
var,0.798344618533936,0.011383181331487219,cov,3
mu,0.21161886116814943,0.009116239285186055,cov_diag,3
var,0.7986765140406736,0.012337719877199236,cov_diag,3
mu,0.18023500592142838,0.009551828652087568,cov,4
var,0.8147866610643227,0.011305948652884182,cov,4
mu,0.1811204073979473,0.009202340409185451,cov_diag,4
var,0.815449051487715,0.01222087400793333,cov_diag,4
mu,0.19483912115750135,0.009475342410035297,cov,5
var,0.8088454225520659,0.011227150089445017,cov,5
mu,0.1951304865159844,0.009070091550742423,cov_diag,5
var,0.8075702707585255,0.01213674835342031,cov_diag,5
mu,0.2037146137459907,0.009590265340844548,cov,6
var,0.8199382608210605,0.01132232060101612,cov,6
mu,0.20458247026939413,0.009203312311109312,cov_diag,6
var,0.8213206192764759,0.01218486182049399,cov_diag,6
mu,0.1827499084238557,0.009348949852115573,cov,7
var,0.8061938754471306,0.01123828457019302,cov,7
mu,0.18411750234971688,0.009007140812480751,cov_diag,7
var,0.8055521960502534,0.012205472790464748,cov_diag,7
mu,0.17827599552003048,0.009669175202249754,cov,8
var,0.8352550074892063,0.011620806559064821,cov,8
mu,0.17763344638046227,0.009229427044985848,cov_diag,8
var,0.8358009611073369,0.012590410000359212,cov_diag,8
mu,0.19205650103186922,0.009521603365509234,cov,9
var,0.8167003340948007,0.01130782771779513,cov,9
mu,0.19138984310770862,0.009105029886321205,cov_diag,9
var,0.8167387711613241,0.01228220321045897,cov_diag,9
mu,0.184092604244781,0.009595221780462878,cov,10
var,0.8116861327579926,0.011387862053050174,cov,10
mu,0.18616529895647999,0.009251467538750627,cov_diag,10
var,0.8100145661866696,0.012297277989773227,cov_diag,10
mu,0.19601512613294422,0.009353927640837253,cov,11
var,0.812053715278591,0.011154620973121318,cov,11
mu,0.19939302601831702,0.009010901583304948,cov_diag,11
var,0.8116928477908112,0.012074252198422161,cov_diag,11
mu,0.1946350264809735,0.009537878059732162,cov,12
