Parameter,Value,Error,Fit_Type,Bootstrap_Index
var,0.7781908895118085,0.01741651217572387,cov_diag,44
mu,0.2123046361533606,0.010587431942169254,cov,45
var,0.8108044555910712,0.014973229502590614,cov,45
mu,0.21741854816696007,0.01404284590435362,cov_diag,45
var,0.7852477474105769,0.01774776652899154,cov_diag,45
mu,0.19692666416116386,0.010742022121109298,cov,46
var,0.8095765794956612,0.015157677382287588,cov,46
mu,0.2038807346077888,0.014138448939379464,cov_diag,46
var,0.789356387577633,0.017831529875225155,cov_diag,46
mu,0.21655447692720317,0.010582621253721473,cov,47
var,0.7944177845577749,0.01488256446369193,cov,47
mu,0.22126215261491738,0.0138916973174919,cov_diag,47
var,0.7732986456937917,0.01779858132355701,cov_diag,47
mu,0.23144710721040182,0.010425941356301833,cov,48
var,0.7878390007173698,0.014452541897771905,cov,48
mu,0.22951532909071545,0.01364976370559023,cov_diag,48
var,0.7885120095645959,0.017943201194001553,cov_diag,48
mu,0.20717025039101108,0.010594214409524098,cov,49
var,0.792303534961497,0.014590198590252538,cov,49
mu,0.209254603264805,0.013810615238482996,cov_diag,49
var,0.7816230935056064,0.017561068813456548,cov_diag,49
mu,0.20545769450635043,0.010661043763467434,cov,50
var,0.8016322949684956,0.014762401704255414,cov,50
mu,0.20949195730239628,0.014050674874968362,cov_diag,50
var,0.7865705775697875,0.01771957639723139,cov_diag,50
mu,0.1980893009684786,0.010527126078340606,cov,51
var,0.800453471279091,0.014720019289329811,cov,51
mu,0.20250253320384284,0.014052168453014907,cov_diag,51
var,0.7769239562979247,0.017548818912505464,cov_diag,51
mu,0.19898656449721064,0.010344442283208733,cov,52
var,0.8042005140035071,0.014321848280273945,cov,52
mu,0.20289798799626005,0.01362645494310017,cov_diag,52
var,0.784025910354762,0.01674238798314832,cov_diag,52
mu,0.1890077061084862,0.010626638098321714,cov,53
var,0.7952227425296233,0.014972299412396016,cov,53
mu,0.19158343668495492,0.014038802669354427,cov_diag,53
var,0.7766480533899979,0.017965646223698593,cov_diag,53
mu,0.20933902364885448,0.01064158684831962,cov,54
var,0.8003596805000657,0.014520163585643998,cov,54
mu,0.2137665055689038,0.013824190331161942,cov_diag,54
var,0.7894945281982331,0.01744289200461711,cov_diag,54
mu,0.20641375254489888,0.010532351581690197,cov,55
var,0.7979086097903927,0.014760860716667032,cov,55
mu,0.2099714571274665,0.013784222437772938,cov_diag,55
var,0.787306417260825,0.017767311277062908,cov_diag,55
mu,0.20177610400511678,0.010698333182859673,cov,56
var,0.8122420317312037,0.0145300235771599,cov,56
mu,0.2062508166307209,0.01391627137303705,cov_diag,56
var,0.7968265344101996,0.017088869707980753,cov_diag,56
mu,0.2054896116154353,0.010422845951675665,cov,57
var,0.7853474429347967,0.014409853599642804,cov,57
mu,0.20902008923152782,0.013725720882154645,cov_diag,57
var,0.7716896493268571,0.017388807448714613,cov_diag,57
mu,0.21270877210845085,0.010414516321485498,cov,58
var,0.817539422764119,0.014506790301671029,cov,58
mu,0.21906752164142884,0.013686147659039844,cov_diag,58
var,0.7972280091978704,0.016932671165630173,cov_diag,58
mu,0.18462368976354082,0.010650776802041363,cov,59
var,0.8091122371708162,0.014929332293533618,cov,59
mu,0.18758733707880484,0.01393571383144002,cov_diag,59
var,0.7851177089049095,0.017466182716372913,cov_diag,59
mu,0.21025416097901242,0.010777072266337888,cov,60
var,0.85015057655086,0.015325562797370802,cov,60
mu,0.2191346193680637,0.014090117678149472,cov_diag,60
var,0.8184392671996079,0.017479402196005946,cov_diag,60
mu,0.2225419290928729,0.010397854099236705,cov,61
var,0.818042796283789,0.014610944674648492,cov,61
mu,0.2258583968863467,0.013716926494209313,cov_diag,61
var,0.7969682045102433,0.01723172972049839,cov_diag,61
mu,0.20393533139917847,0.01048529645833176,cov,62
var,0.7981254212519151,0.01471268492057052,cov,62
mu,0.20995586854553563,0.013796866900322396,cov_diag,62
var,0.7780866954511017,0.017407362941970702,cov_diag,62
mu,0.21490642519193265,0.010456619182608965,cov,63
var,0.7999079217965148,0.014649157881089463,cov,63
mu,0.21935409076343973,0.013846924613278426,cov_diag,63
var,0.7793442711735438,0.017546030892311694,cov_diag,63
mu,0.20435564811728357,0.010829080991510373,cov,64
var,0.8132197517022921,0.015521118393711694,cov,64
mu,0.20490839149926066,0.01411992118935232,cov_diag,64
var,0.7969698350714438,0.01853235573854297,cov_diag,64
mu,0.21155504204936815,0.010700219385918855,cov,65
var,0.8103228992059296,0.014912457543467194,cov,65
mu,0.2172174227977561,0.014069852228371942,cov_diag,65
var,0.7874318890685004,0.017361527201109003,cov_diag,65
mu,0.1793907793270016,0.010569909121798343,cov,66
var,0.7754870825295134,0.014387479407301814,cov,66
mu,0.18164450466055138,0.01390388742829466,cov_diag,66
var,0.765279414801338,0.017295872965480394,cov_diag,66
mu,0.22073977066401207,0.010387777868661408,cov,67
var,0.805607225638848,0.014769796170002522,cov,67
mu,0.2200798812552465,0.013706384752881084,cov_diag,67
var,0.7983811539084726,0.018061072685084646,cov_diag,67
mu,0.2087954757921671,0.010728029236230278,cov,68
var,0.8193198624757969,0.015160387446520053,cov,68
mu,0.2141967794749309,0.013957522794227942,cov_diag,68
var,0.7999826175943067,0.017640144291667752,cov_diag,68
mu,0.22138583713233131,0.010538061450882893,cov,69
var,0.8223151754303665,0.014835926639334137,cov,69
mu,0.22610383839514223,0.013876629448918808,cov_diag,69
var,0.8019583467229435,0.017401576250325287,cov_diag,69
mu,0.21433444010767713,0.010772849982470013,cov,70
var,0.7734931964394557,0.01460056207448234,cov,70
mu,0.21902150744315066,0.014023571083038191,cov_diag,70
var,0.7672941075807788,0.017603881382143076,cov_diag,70
mu,0.20410693592579415,0.010501731642557778,cov,71
var,0.7895934280802998,0.01475701649591939,cov,71
mu,0.2064598905754398,0.013825069311831613,cov_diag,71
var,0.7715098526106394,0.01787983845864034,cov_diag,71
mu,0.18844641562765885,0.010846739763896723,cov,72
var,0.8051983935105683,0.015181641259123623,cov,72
