Parameter,Value,Error,Fit_Type,Bootstrap_Index
mu,0.1975221008960898,0.009812993880245988,cov,0
var,0.8176829555188223,0.011841942462969145,cov,0
mu,0.19737411989099685,0.010709881014487038,cov_diag,0
var,0.8168426860113819,0.014059434118931733,cov_diag,0
mu,0.18647854888333412,0.009647030251518562,cov,1
var,0.8125036824668689,0.011613202097163428,cov,1
mu,0.18656387725940557,0.010594228207993339,cov_diag,1
var,0.8116752024243544,0.013986960591129534,cov_diag,1
mu,0.1924481823202573,0.009810760124214711,cov,2
var,0.7821510817443995,0.01193684182460514,cov,2
mu,0.19243872090507144,0.010788767232684987,cov_diag,2
var,0.7824472257928837,0.01435006335412181,cov_diag,2
mu,0.21506459798710179,0.009655426173299354,cov,3
var,0.7891147559366906,0.011864387421046035,cov,3
mu,0.21536362223468372,0.010639290473423582,cov_diag,3
var,0.788921795186459,0.014347643978888809,cov_diag,3
mu,0.18287665067212916,0.00967295357931242,cov,4
var,0.8067980508151108,0.011840087202588232,cov,4
mu,0.18300524516948433,0.010748111050708442,cov_diag,4
var,0.8072466661788873,0.014206467172314196,cov_diag,4
mu,0.1974608303658333,0.009619269431834642,cov,5
var,0.8022491358704599,0.011697229590389211,cov,5
mu,0.19722121797869543,0.010608789000284464,cov_diag,5
var,0.8028086613265445,0.014029389380670058,cov_diag,5
mu,0.20905775273063817,0.00981681124976387,cov,6
var,0.8193905001074364,0.011959092512163797,cov,6
mu,0.20883718962074446,0.010814256233971158,cov_diag,6
var,0.8208551356520273,0.014337461232009996,cov_diag,6
mu,0.18889499518408673,0.00949262761598177,cov,7
var,0.804637857201183,0.01171855692685534,cov,7
mu,0.188638743102125,0.01053378390898001,cov_diag,7
var,0.8057687937559052,0.014180936973702716,cov_diag,7
mu,0.18306138943615285,0.009773226599761793,cov,8
var,0.8329402633133248,0.012177029816839217,cov,8
mu,0.1832624533018458,0.010821501587982688,cov_diag,8
var,0.8355313573367505,0.01462204218930433,cov_diag,8
mu,0.1918707911372952,0.009661987812231473,cov,9
var,0.8068061641466278,0.011888115040899106,cov,9
mu,0.19124495827312032,0.010628545672003843,cov_diag,9
var,0.8055515788045755,0.014229767036301173,cov_diag,9
mu,0.19008210437316872,0.009777167763636784,cov,10
var,0.8028613247483082,0.011908026493515184,cov,10
mu,0.19151613132286402,0.010805425309193012,cov_diag,10
var,0.8006629022860337,0.014328454256119044,cov_diag,10
mu,0.2014837211077731,0.009520348985146624,cov,11
var,0.806581576545956,0.01163565133730029,cov,11
mu,0.20388426481728822,0.010492494754077264,cov_diag,11
var,0.8071285153300263,0.013999074018141308,cov_diag,11
mu,0.19825099227870796,0.009724576242695905,cov,12
var,0.81335626684918,0.011964972159847374,cov,12
mu,0.1977641950743855,0.010672502680349867,cov_diag,12
var,0.8164353924042242,0.01439202663706365,cov_diag,12
mu,0.1928303057650754,0.009486023063225532,cov,13
var,0.8001837456352241,0.011536149558853908,cov,13
